order_id,date,customer,product,quantity,price,region,revenue
82,8/1/2025,Customer_2826,Soap - Citrus,1,35.36,West,35.36
83,7/27/2025,Customer_2459,Unknown,3,5.71,South,17.13
84,8/25/2025,Customer_585,Soap - Citrus,5,22.88,South,114.39999999999999
85,12/4/2025,Customer_1076,Soap - Mint,2,5.57,West,11.14
86,2/22/2025,Customer_2625,Lotion,5,17.77,Northeast,88.85
87,10/7/2025,Customer_1375,Shampoo,2,25.79,South,51.58
88,8/5/2025,Customer_1452,Lotion,2,8.2,Northeast,16.4
89,9/9/2025,Customer_1855,Unknown,2,24.41,South,48.82
90,7/7/2025,Customer_1790,Body Oil,2,41.98,South,83.96
91,2/10/2025,Customer_743,Scrub,2,32.41,West,64.82
92,6/6/2025,Customer_1777,Soap - Lavender,1,36.29,West,36.29
93,1/15/2025,Customer_204,Lotion,3,28.22,Northeast,84.66
94,10/28/2025,Customer_1077,Soap - Mint,1,40.85,Midwest,40.85
95,3/6/2025,Customer_974,Lotion,4,10.87,Midwest,43.48
96,12/11/2025,Customer_2988,Soap - Citrus,2,22.99,Midwest,45.98
97,11/23/2025,Customer_1399,Face Cleanser,5,28.88,South,144.4
98,1/9/2025,Customer_1866,Lotion,2,39.94,Midwest,79.88
99,12/10/2025,Customer_1300,Bath Bomb,3,17.32,West,51.96
100,5/9/2025,Customer_1055,Conditioner,5,5.05,Midwest,25.25
101,5/16/2025,Customer_1159,Lotion,1,43.98,Midwest,43.98
102,3/4/2025,Customer_105,Conditioner,3,6.04,Midwest,18.12
103,5/19/2025,Customer_253,Scrub,3,11.09,Midwest,33.269999999999996
104,3/22/2025,Customer_295,Bath Bomb,2,21.88,Midwest,43.76
105,6/12/2025,Customer_2716,Soap - Citrus,4,24.85,Northeast,99.4
106,10/16/2025,Customer_1182,Soap - Lavender,4,38.38,West,153.52
107,9/18/2025,Customer_549,Soap - Mint,3,22.91,Midwest,68.73
108,8/19/2025,Customer_2679,Soap - Citrus,5,26.9,South,134.5
109,2/10/2025,Customer_1778,Face Cleanser,2,13.0,Northeast,26.0
110,1/28/2025,Customer_299,Soap - Citrus,3,27.77,South,83.31
111,5/15/2025,Customer_1749,Soap - Lavender,5,18.94,West,94.7
112,7/20/2025,Customer_1844,Soap - Lavender,2,8.95,Midwest,17.9
113,11/24/2025,Customer_101,Lotion,3,42.86,West,128.57999999999998
114,9/25/2025,Customer_2380,Face Cleanser,1,8.27,Midwest,8.27
115,2/2/2025,Customer_2884,Body Oil,1,32.12,Midwest,32.12
116,2/17/2025,Customer_1775,Lotion,3,41.33,South,123.99
117,3/3/2025,Customer_2441,Soap - Lavender,4,12.17,West,48.68
118,8/4/2025,Customer_874,Scrub,1,14.48,Midwest,14.48
119,10/20/2025,Customer_2429,Shampoo,6,22.07,West,132.42000000000002
120,4/9/2025,Customer_92,Soap - Citrus,2,16.78,Midwest,33.56
121,6/21/2025,Customer_447,Shampoo,6,35.36,West,212.16
122,12/26/2025,Customer_109,Conditioner,3,18.53,West,55.59
123,8/2/2025,Customer_317,Bath Bomb,6,44.43,Midwest,266.58
124,2/4/2025,Customer_1836,Lotion,3,39.35,West,118.05000000000001
125,8/15/2025,Customer_1944,Soap - Citrus,3,40.81,Midwest,122.43
126,4/11/2025,Customer_1459,Soap - Mint,6,7.55,Midwest,45.3
127,5/11/2025,Customer_442,Soap - Citrus,1,12.05,Midwest,12.05
128,9/14/2025,Customer_2266,Soap - Mint,5,11.77,Northeast,58.849999999999994
129,1/5/2025,Customer_1246,Soap - Mint,3,31.88,Midwest,95.64
130,8/6/2025,Customer_2721,Scrub,5,5.48,West,27.400000000000002
131,9/12/2025,Customer_1552,Soap - Lavender,2,37.26,Northeast,74.52
132,12/25/2025,Customer_278,Bath Bomb,5,26.88,Midwest,134.4
133,10/10/2025,Customer_569,Face Cleanser,4,27.65,West,110.6
134,7/26/2025,Customer_1010,Lotion,7,26.49,West,185.42999999999998
135,1/15/2025,Customer_2923,Scrub,2,26.41,West,52.82
136,12/12/2025,Customer_2514,Conditioner,3,12.92,Northeast,38.76
137,2/11/2025,Customer_839,Scrub,2,16.33,South,32.66
138,6/28/2025,Customer_2802,Conditioner,2,24.5,South,49.0
139,3/4/2025,Customer_1608,Scrub,4,32.11,Northeast,128.44
140,12/18/2025,Customer_2886,Conditioner,4,15.88,Midwest,63.52
141,8/19/2025,Customer_30,Soap - Lavender,2,37.25,South,74.5
142,8/29/2025,Customer_2407,Bath Bomb,3,37.42,South,112.26
143,2/21/2025,Customer_1943,Shampoo,4,15.96,West,63.84
144,4/6/2025,Customer_2134,Body Oil,6,27.4,West,164.39999999999998
145,8/10/2025,Customer_1258,Soap - Mint,1,18.96,Midwest,18.96
146,8/19/2025,Customer_2795,Face Cleanser,2,12.63,South,25.26
147,8/25/2025,Customer_2361,Unknown,3,37.24,West,111.72
148,5/23/2025,Customer_365,Soap - Lavender,6,44.66,Northeast,267.96
149,6/20/2025,Customer_1801,Conditioner,3,27.63,Midwest,82.89
150,1/29/2025,Customer_1823,Conditioner,2,41.56,West,83.12
151,2/5/2025,Customer_1863,Scrub,4,30.69,West,122.76
152,1/13/2025,Customer_905,Scrub,2,27.63,West,55.26
153,6/9/2025,Customer_698,Conditioner,1,24.21,Northeast,24.21
154,11/23/2025,Customer_2179,Face Cleanser,3,14.43,Northeast,43.29
155,7/6/2025,Customer_2851,Soap - Citrus,3,8.37,West,25.11
156,8/31/2025,Customer_2837,Face Cleanser,3,22.69,Midwest,68.07000000000001
157,3/27/2025,Customer_1856,Conditioner,2,27.45,West,54.9
158,10/11/2025,Customer_351,Lotion,3,25.38,South,76.14
159,3/7/2025,Customer_180,Conditioner,4,32.82,West,131.28
160,6/19/2025,Customer_1504,Soap - Citrus,5,12.68,Northeast,63.4
161,2/14/2025,Customer_1187,Face Cleanser,2,19.17,Unknown,38.34
162,3/3/2025,Customer_1807,Body Oil,1,21.62,Northeast,21.62
163,5/14/2025,Customer_774,Soap - Lavender,4,12.46,Midwest,49.84
164,10/11/2025,Customer_510,Soap - Citrus,3,41.26,Midwest,123.78
165,1/28/2025,Customer_365,Soap - Citrus,2,32.26,West,64.52
166,4/18/2025,Customer_353,Lotion,2,8.67,Midwest,17.34
167,2/13/2025,Customer_2848,Soap - Mint,1,33.51,South,33.51
168,12/6/2025,Customer_1107,Soap - Mint,4,26.91,Northeast,107.64
169,10/13/2025,Customer_1249,Scrub,5,25.96,West,129.8
170,11/27/2025,Customer_412,Body Oil,3,44.59,Midwest,133.77
171,5/8/2025,Customer_735,Soap - Lavender,3,29.73,Northeast,89.19
172,12/14/2025,Customer_118,Soap - Mint,3,40.87,Northeast,122.60999999999999
173,8/19/2025,Customer_482,Soap - Citrus,5,41.54,Midwest,207.7
174,7/9/2025,Customer_192,Soap - Citrus,4,9.06,West,36.24
175,8/13/2025,Customer_2639,Soap - Lavender,3,5.33,Northeast,15.99
176,10/10/2025,Customer_2638,Face Cleanser,2,22.41,West,44.82
177,5/1/2025,Customer_2707,Soap - Citrus,1,35.77,Northeast,35.77
178,4/26/2025,Customer_107,Body Oil,2,37.97,West,75.94
179,8/21/2025,Customer_382,Lotion,3,36.5,West,109.5
180,9/16/2025,Customer_783,Bath Bomb,3,22.89,Midwest,68.67
181,12/25/2025,Customer_2438,Scrub,4,35.0,Northeast,140.0
182,7/17/2025,Customer_244,Bath Bomb,2,33.75,Midwest,67.5
183,5/17/2025,Customer_2633,Body Oil,1,17.55,South,17.55
184,11/14/2025,Customer_2917,Conditioner,2,11.75,West,23.5
185,6/14/2025,Customer_468,Soap - Lavender,3,29.86,Northeast,89.58
186,8/13/2025,Customer_866,Soap - Lavender,5,32.08,Midwest,160.39999999999998
187,11/3/2025,Customer_2982,Shampoo,1,27.72,South,27.72
188,8/22/2025,Customer_1562,Bath Bomb,4,13.53,West,54.12
189,6/21/2025,Customer_1234,Conditioner,9,16.07,Northeast,144.63
190,6/1/2025,Customer_604,Scrub,2,33.34,Midwest,66.68
191,11/11/2025,Customer_1661,Body Oil,2,43.5,Northeast,87.0
192,6/9/2025,Customer_1097,Face Cleanser,2,42.79,West,85.58
193,4/6/2025,Customer_2016,Bath Bomb,2,25.79,South,51.58
194,8/21/2025,Customer_1659,Scrub,2,40.46,Unknown,80.92
195,6/29/2025,Customer_1734,Lotion,7,6.18,Northeast,43.26
196,4/23/2025,Customer_1614,Scrub,3,39.45,West,118.35000000000001
197,11/14/2025,Customer_860,Soap - Mint,4,24.05,Midwest,96.2
198,2/21/2025,Customer_1880,Conditioner,4,36.26,Northeast,145.04
199,9/25/2025,Customer_1277,Soap - Mint,6,5.22,Northeast,31.32
200,10/22/2025,Customer_13,Soap - Citrus,3,25.04,Northeast,75.12
201,4/23/2025,Customer_2347,Scrub,2,28.8,South,57.6
202,4/11/2025,Customer_1100,Soap - Lavender,2,14.61,South,29.22
203,4/23/2025,Customer_1075,Scrub,3,18.9,Northeast,56.699999999999996
204,3/22/2025,Customer_787,Soap - Citrus,3,13.03,South,39.089999999999996
205,7/6/2025,Customer_149,Lotion,2,21.98,South,43.96
206,4/23/2025,Customer_1755,Soap - Mint,1,18.2,Midwest,18.2
207,1/2/2025,Customer_2170,Body Oil,1,26.38,South,26.38
208,5/10/2025,Customer_1304,Soap - Mint,2,37.59,South,75.18
209,8/8/2025,Customer_2586,Face Cleanser,3,44.29,South,132.87
210,2/23/2025,Customer_1180,Body Oil,1,15.06,Northeast,15.06
211,12/9/2025,Customer_2424,Shampoo,3,9.26,Northeast,27.78
212,8/12/2025,Customer_82,Soap - Lavender,2,20.83,South,41.66
213,8/13/2025,Customer_492,Soap - Lavender,2,10.74,Midwest,21.48
214,5/6/2025,Customer_2404,Soap - Citrus,3,38.37,South,115.10999999999999
215,5/10/2025,Customer_2026,Bath Bomb,4,25.04,Midwest,100.16
216,2/22/2025,Customer_925,Lotion,4,29.8,West,119.2
217,6/21/2025,Customer_1297,Lotion,1,11.02,Midwest,11.02
218,8/6/2025,Customer_1604,Soap - Mint,5,34.98,South,174.89999999999998
219,6/9/2025,Customer_1597,Face Cleanser,3,43.94,Midwest,131.82
220,7/17/2025,Customer_123,Conditioner,4,24.3,Midwest,97.2
221,9/4/2025,Customer_708,Soap - Mint,3,43.5,Midwest,130.5
222,11/20/2025,Customer_2378,Bath Bomb,3,6.39,West,19.169999999999998
223,7/22/2025,Customer_991,Face Cleanser,4,6.43,South,25.72
224,7/3/2025,Customer_2371,Soap - Citrus,1,43.4,Midwest,43.4
225,5/3/2025,Customer_2818,Soap - Lavender,1,33.01,South,33.01
226,9/12/2025,Customer_2041,Soap - Citrus,2,12.55,West,25.1
227,10/21/2025,Customer_2481,Unknown,4,19.55,Northeast,78.2
228,10/7/2025,Customer_710,Soap - Lavender,3,25.31,South,75.92999999999999
229,11/21/2025,Customer_794,Soap - Citrus,4,33.11,Northeast,132.44
230,4/8/2025,Customer_712,Body Oil,1,38.68,West,38.68
231,7/17/2025,Customer_2587,Soap - Lavender,5,8.31,West,41.550000000000004
232,8/28/2025,Customer_2649,Soap - Citrus,2,31.26,Northeast,62.52
233,5/24/2025,Customer_1718,Scrub,3,24.07,South,72.21000000000001
234,4/7/2025,Customer_257,Soap - Lavender,6,28.9,Northeast,173.39999999999998
235,7/20/2025,Customer_1213,Shampoo,5,25.34,West,126.7
236,5/4/2025,Customer_871,Body Oil,1,23.03,West,23.03
237,7/6/2025,Customer_2947,Shampoo,3,13.22,South,39.660000000000004
238,11/22/2025,Customer_1732,Face Cleanser,4,25.04,South,100.16
239,12/15/2025,Customer_809,Soap - Mint,2,12.59,Midwest,25.18
240,9/16/2025,Customer_2725,Lotion,2,6.78,Northeast,13.56
241,5/28/2025,Customer_271,Bath Bomb,4,19.95,South,79.8
242,9/9/2025,Customer_1544,Lotion,4,25.04,Unknown,100.16
243,12/12/2025,Customer_550,Bath Bomb,3,27.5,Northeast,82.5
244,5/27/2025,Customer_1138,Scrub,1,7.9,West,7.9
245,5/28/2025,Customer_568,Conditioner,4,22.5,Northeast,90.0
246,12/18/2025,Customer_359,Scrub,1,44.21,Northeast,44.21
247,7/18/2025,Customer_1674,Unknown,2,5.4,West,10.8
248,11/4/2025,Customer_1638,Bath Bomb,5,19.67,Northeast,98.35000000000001
249,5/8/2025,Customer_1358,Conditioner,3,31.93,South,95.78999999999999
250,2/8/2025,Customer_1713,Lotion,4,11.36,Northeast,45.44
251,12/4/2025,Customer_1363,Scrub,1,27.43,South,27.43
252,12/26/2025,Customer_798,Body Oil,2,15.33,West,30.66
253,5/9/2025,Customer_1285,Conditioner,4,13.91,Northeast,55.64
254,9/24/2025,Customer_887,Soap - Mint,2,40.8,Midwest,81.6
255,5/31/2025,Customer_1759,Face Cleanser,1,13.13,Northeast,13.13
256,10/25/2025,Customer_1223,Soap - Citrus,2,20.06,Northeast,40.12
257,4/9/2025,Customer_2259,Body Oil,3,11.78,South,35.339999999999996
258,9/20/2025,Customer_287,Scrub,3,16.36,South,49.08
259,9/9/2025,Customer_1716,Soap - Citrus,4,16.72,Midwest,66.88
260,5/24/2025,Customer_1786,Shampoo,4,18.07,Midwest,72.28
261,12/12/2025,Customer_743,Face Cleanser,4,30.64,West,122.56
262,4/22/2025,Customer_1506,Soap - Citrus,4,34.7,West,138.8
263,3/1/2025,Customer_2041,Body Oil,4,25.43,Northeast,101.72
264,1/2/2025,Customer_1047,Face Cleanser,4,29.42,Unknown,117.68
265,10/31/2025,Customer_296,Soap - Citrus,4,37.53,Northeast,150.12
266,9/11/2025,Customer_2054,Lotion,3,44.98,South,134.94
267,5/20/2025,Customer_2598,Scrub,3,23.26,West,69.78
268,2/6/2025,Customer_681,Soap - Mint,4,42.46,South,169.84
269,6/9/2025,Customer_1892,Soap - Citrus,1,24.61,South,24.61
270,1/9/2025,Customer_795,Bath Bomb,2,36.28,West,72.56
271,8/21/2025,Customer_203,Conditioner,2,27.93,West,55.86
272,4/9/2025,Customer_325,Soap - Mint,4,40.36,South,161.44
273,5/27/2025,Customer_2873,Soap - Lavender,3,22.95,Midwest,68.85
274,10/31/2025,Customer_2292,Face Cleanser,4,32.83,South,131.32
275,7/27/2025,Customer_327,Scrub,2,23.65,West,47.3
276,5/11/2025,Customer_987,Body Oil,4,39.28,Midwest,157.12
277,6/1/2025,Customer_761,Bath Bomb,1,44.77,Midwest,44.77
278,2/23/2025,Customer_1037,Scrub,2,14.73,Northeast,29.46
279,4/30/2025,Customer_907,Shampoo,2,23.97,West,47.94
280,6/10/2025,Customer_1404,Conditioner,2,8.25,Northeast,16.5
281,4/26/2025,Customer_365,Face Cleanser,2,10.64,West,21.28
282,3/16/2025,Customer_1245,Scrub,3,42.17,Midwest,126.51
283,4/23/2025,Customer_2121,Shampoo,1,26.74,Midwest,26.74
284,4/14/2025,Customer_1649,Lotion,6,20.8,Unknown,124.80000000000001
285,12/6/2025,Customer_1070,Shampoo,3,31.86,Midwest,95.58
286,9/11/2025,Customer_274,Conditioner,3,27.41,West,82.23
287,8/15/2025,Customer_2256,Soap - Mint,4,16.55,South,66.2
288,4/22/2025,Customer_1953,Body Oil,4,14.06,West,56.24
289,4/9/2025,Customer_1885,Conditioner,5,28.61,West,143.05
290,6/2/2025,Customer_124,Soap - Mint,2,12.53,South,25.06
291,12/15/2025,Customer_1353,Face Cleanser,5,10.57,Midwest,52.85
292,12/4/2025,Customer_2591,Soap - Mint,3,17.74,Midwest,53.22
293,7/13/2025,Customer_1692,Lotion,2,39.45,Midwest,78.9
294,11/6/2025,Customer_2108,Soap - Citrus,4,6.47,Northeast,25.88
295,6/12/2025,Customer_2947,Lotion,7,38.33,Northeast,268.31
296,7/27/2025,Customer_2934,Shampoo,5,29.84,West,149.2
297,6/18/2025,Customer_2830,Soap - Citrus,3,6.61,West,19.830000000000002
298,6/10/2025,Customer_442,Face Cleanser,1,29.08,West,29.08
299,3/9/2025,Customer_1241,Soap - Mint,4,22.04,South,88.16
300,10/16/2025,Customer_911,Body Oil,3,38.65,South,115.94999999999999
301,10/4/2025,Customer_1026,Body Oil,3,41.29,Northeast,123.87
302,10/31/2025,Customer_1560,Soap - Lavender,4,16.46,South,65.84
303,5/15/2025,Customer_1742,Scrub,2,36.37,West,72.74
304,7/14/2025,Customer_2880,Soap - Lavender,2,17.39,South,34.78
305,5/8/2025,Customer_1735,Shampoo,2,16.83,West,33.66
306,2/2/2025,Customer_626,Body Oil,5,12.71,Midwest,63.550000000000004
307,6/25/2025,Customer_1691,Shampoo,2,32.14,Unknown,64.28
308,1/22/2025,Customer_998,Body Oil,4,15.47,Northeast,61.88
309,8/26/2025,Customer_2782,Shampoo,5,23.59,West,117.95
310,6/7/2025,Customer_91,Conditioner,2,37.49,Midwest,74.98
311,2/7/2025,Customer_2215,Shampoo,3,36.68,West,110.03999999999999
312,8/18/2025,Customer_207,Soap - Citrus,2,25.04,South,50.08
313,12/31/2025,Customer_1089,Shampoo,3,11.44,Midwest,34.32
314,2/20/2025,Customer_1912,Soap - Mint,3,28.48,South,85.44
315,9/21/2025,Customer_516,Soap - Lavender,3,41.59,West,124.77000000000001
316,10/10/2025,Customer_1181,Bath Bomb,4,6.68,Northeast,26.72
317,1/27/2025,Customer_1793,Bath Bomb,1,36.78,Midwest,36.78
318,8/14/2025,Customer_2795,Bath Bomb,2,14.85,Northeast,29.7
319,10/4/2025,Customer_2354,Conditioner,1,31.79,Midwest,31.79
320,10/13/2025,Customer_1902,Body Oil,5,33.7,Midwest,168.5
321,4/7/2025,Customer_2006,Body Oil,4,42.02,Midwest,168.08
322,10/11/2025,Customer_395,Soap - Lavender,2,25.35,Northeast,50.7
323,11/13/2025,Customer_1098,Shampoo,3,38.93,Midwest,116.78999999999999
324,10/31/2025,Customer_187,Face Cleanser,2,6.81,South,13.62
325,5/27/2025,Customer_1598,Body Oil,3,21.82,West,65.46000000000001
326,1/4/2025,Customer_1592,Conditioner,7,22.58,Midwest,158.06
327,2/4/2025,Customer_2671,Face Cleanser,7,26.53,Midwest,185.71
328,7/11/2025,Customer_730,Bath Bomb,3,24.25,South,72.75
329,2/18/2025,Customer_240,Face Cleanser,3,43.72,Northeast,131.16
330,1/17/2025,Customer_2581,Shampoo,4,8.14,Northeast,32.56
331,6/21/2025,Customer_141,Shampoo,3,15.6,South,46.8
332,8/8/2025,Customer_139,Soap - Mint,1,43.75,Midwest,43.75
333,6/7/2025,Customer_2507,Soap - Citrus,3,22.81,South,68.42999999999999
334,2/15/2025,Customer_70,Soap - Citrus,3,27.85,South,83.55000000000001
335,1/6/2025,Customer_385,Shampoo,3,8.24,West,24.72
336,4/9/2025,Customer_630,Lotion,5,16.36,West,81.8
337,8/21/2025,Customer_2246,Bath Bomb,5,6.59,Midwest,32.95
338,2/6/2025,Customer_205,Soap - Citrus,3,10.5,South,31.5
339,10/7/2025,Customer_1750,Conditioner,1,30.33,Northeast,30.33
340,12/15/2025,Customer_568,Lotion,3,35.54,Northeast,106.62
341,10/29/2025,Customer_982,Lotion,1,39.8,West,39.8
342,6/30/2025,Customer_805,Shampoo,4,15.06,Northeast,60.24
343,4/5/2025,Customer_1711,Lotion,3,25.04,South,75.12
344,4/9/2025,Customer_2907,Soap - Lavender,2,25.04,West,50.08
345,7/7/2025,Customer_882,Soap - Citrus,3,8.35,West,25.049999999999997
346,4/26/2025,Customer_2036,Soap - Citrus,4,37.27,Midwest,149.08
347,7/10/2025,Customer_974,Conditioner,4,24.33,West,97.32
348,9/10/2025,Customer_640,Soap - Lavender,4,43.62,West,174.48
349,6/10/2025,Customer_1455,Bath Bomb,2,9.69,Northeast,19.38
350,9/13/2025,Customer_325,Bath Bomb,3,10.33,West,30.990000000000002
351,11/19/2025,Customer_442,Body Oil,2,18.94,West,37.88
352,5/8/2025,Customer_804,Lotion,3,13.27,Midwest,39.81
353,1/18/2025,Customer_2336,Soap - Citrus,3,32.86,Midwest,98.58
354,10/8/2025,Customer_226,Body Oil,2,42.87,West,85.74
355,8/11/2025,Customer_1088,Conditioner,5,8.6,Northeast,43.0
356,2/23/2025,Customer_967,Soap - Lavender,2,14.69,South,29.38
357,2/27/2025,Customer_2986,Shampoo,3,14.52,Northeast,43.56
358,11/19/2025,Customer_560,Unknown,1,25.36,South,25.36
359,12/26/2025,Customer_714,Scrub,1,23.08,Midwest,23.08
360,6/23/2025,Customer_498,Lotion,3,34.07,West,102.21000000000001
361,10/7/2025,Customer_2897,Body Oil,1,34.31,Northeast,34.31
362,4/24/2025,Customer_2974,Face Cleanser,5,27.91,Northeast,139.55
363,10/15/2025,Customer_2108,Soap - Lavender,3,28.64,South,85.92
364,12/8/2025,Customer_257,Soap - Mint,1,38.69,South,38.69
365,5/31/2025,Customer_577,Soap - Citrus,1,20.88,West,20.88
366,5/7/2025,Customer_2287,Body Oil,6,5.49,West,32.94
367,6/4/2025,Customer_38,Lotion,3,13.52,Midwest,40.56
368,9/30/2025,Customer_2073,Body Oil,2,6.41,West,12.82
369,4/14/2025,Customer_410,Face Cleanser,3,20.74,Northeast,62.22
370,10/26/2025,Customer_461,Bath Bomb,2,19.31,Northeast,38.62
371,9/3/2025,Customer_1441,Bath Bomb,3,8.95,Northeast,26.849999999999998
372,6/25/2025,Customer_2405,Scrub,2,35.2,South,70.4
373,2/8/2025,Customer_383,Soap - Mint,4,27.12,West,108.48
374,6/19/2025,Customer_1833,Shampoo,1,14.03,West,14.03
375,9/4/2025,Customer_569,Bath Bomb,1,35.37,Unknown,35.37
376,1/26/2025,Customer_1072,Soap - Lavender,2,31.72,Northeast,63.44
377,12/21/2025,Customer_433,Bath Bomb,4,12.66,South,50.64
378,11/2/2025,Customer_56,Lotion,4,44.32,Midwest,177.28
379,1/13/2025,Customer_2625,Soap - Citrus,3,12.1,Northeast,36.3
380,11/12/2025,Customer_2316,Soap - Lavender,3,35.87,Northeast,107.60999999999999
